,insee,nom,surf_ha,x,y
7830,71419,Saint-Germain-du-Bois,3032.0,5.244765,46.73992
7831,71263,Louhans,2272.0,5.237917,46.635326
7832,55543,Velaines,1069.0,5.297449,48.697693
7833,55298,Loisey,1347.0,5.2996182,48.770336
7834,55301,Longchamps-sur-Aire,1567.0,5.305962,48.91272
7835,55380,Neuville-en-Verdunois,1348.0,5.312097,48.94924
7836,55498,Souilly,2666.0,5.3005033,49.029114
7837,55291,Ligny-en-Barrois,3232.0,5.2949505,48.661953
7838,55254,Les Trois-Domaines,1653.0,5.2816076,48.97067
7839,52529,Villegusien-le-Lac,4023.0,5.325779,47.73904
7840,52488,Thivet,1539.0,5.2984505,47.98719
7841,52432,Rolampont,4928.0,5.308675,47.950592
7842,52491,Thonnance-les-Moulins,2151.0,5.314648,48.419773
7843,52187,Épizon,3763.0,5.3225107,48.367016
7844,21094,Bourberain,3082.0,5.292554,47.508892
7845,55490,Sivry-sur-Meuse,2220.0,5.282336,49.327633
7846,55446,Rumont,631.0,5.2712436,48.829735
7847,55138,Culey,1102.0,5.2638,48.763645
7848,55519,Tronville-en-Barrois,1262.0,5.278405,48.719765
7849,55178,Érize-Saint-Dizier,1249.0,5.283172,48.810703
7850,55286,Lemmes,1102.0,5.294262,49.06888
7851,08065,Bièvres,729.0,5.278155,49.557846
7852,55241,Heippes,1054.0,5.27571,48.99994
7853,55410,Quincy-Landzécourt,1246.0,5.296713,49.49084
7854,21311,Grosbois-lès-Tichey,490.0,5.236059,47.009346
7855,55193,Forges-sur-Meuse,1595.0,5.2756677,49.2598
7856,55200,Fromeréville-les-Vallons,2023.0,5.2938347,49.16434
7857,55321,Marre,1018.0,5.298326,49.201355
7858,55177,Érize-la-Petite,720.0,5.2359786,48.914555
7859,55497,Les Souhesmes-Rampont,2187.0,5.2359624,49.0883
7860,08291,Mogues,828.0,5.283427,49.659615
7861,21521,Remilly-sur-Tille,974.0,5.230937,47.30727
7862,08029,Auflance,616.0,5.2949295,49.61525
7863,21575,Saint-Symphorien-sur-Saône,792.0,5.316931,47.091457
7864,52376,Pansey,895.0,5.2822194,48.477955
7865,52070,Brennes,991.0,5.282992,47.7985
7866,21342,Laperrière-sur-Saône,1113.0,5.34584,47.10697
7867,52004,Aingoulaincourt,515.0,5.276858,48.456596
7868,21367,Magny-Montarlot,596.0,5.3474197,47.249187
7869,52295,Louvières,872.0,5.283851,48.02795
7870,52050,Biesles,2414.0,5.2858686,48.1027
7871,52128,Cirey-lès-Mareilles,1461.0,5.2989054,48.198116
7872,52405,Le Montsaugeonnais,3369.0,5.2851996,47.666733
7873,71254,Lays-sur-le-Doubs,1046.0,5.242952,46.919804
7874,71357,Pourlans,1624.0,5.2369075,46.96275
7875,55369,Naives-Rosières,1593.0,5.22823,48.800472
7876,55144,Dammarie-sur-Saulx,1134.0,5.2367616,48.596634
7877,55359,Morley,2481.0,5.225375,48.57501
7878,55348,Montiers-sur-Saulx,4451.0,5.26868,48.543877
7879,55128,Courcelles-sur-Aire,1195.0,5.2340293,48.94059
7880,55261,Juvigny-en-Perthois,640.0,5.163217,48.5976
7881,55040,Beausite,2551.0,5.2128997,48.967316
7882,55206,Gercourt-et-Drillancourt,1360.0,5.234463,49.282326
7883,55355,Montzéville,1756.0,5.2168746,49.188614
7884,55385,Nixéville-Blercourt,1959.0,5.2620525,49.111866
7885,55146,Dannevoux,1444.0,5.2262545,49.30459
7886,55571,Vilosnes-Haraumont,1549.0,5.244678,49.33697
7887,55364,Mouzay,3594.0,5.2389994,49.45001
7888,52008,Andelot-Blancheville,3324.0,5.285489,48.23531
7889,52044,Roches-Bettaincourt,4157.0,5.257045,48.29705
7890,52177,Doulaincourt-Saucourt,4403.0,5.204676,48.31529
7891,52276,Laville-aux-Bois,1317.0,5.2390656,48.08969
7892,08281,Matton-et-Clémency,1826.0,5.2263308,49.676373
7893,55175,Érize-la-Brûlée,1080.0,5.2755265,48.846825
7894,55108,Chaumont-sur-Aire,993.0,5.269928,48.925568
7895,21333,Labruyère,746.0,5.141828,47.038483
7896,55139,Cumières-le-Mort-Homme,611.0,5.2684007,49.23449
7897,08347,Puilly-et-Charbeaux,1825.0,5.275361,49.63645
7898,55365,Murvaux,1426.0,5.2677093,49.394566
7899,52383,Perrancey-les-Vieux-Moulins,1733.0,5.275499,47.85674
7900,52443,Sailly,1255.0,5.2724447,48.435337
7901,52446,Saint-Broingt-les-Fosses,1250.0,5.268454,47.71312
7902,08421,Signy-Montlibert,615.0,5.3111763,49.578968
7903,52173,Domremy-Landéville,1868.0,5.2523103,48.359352
7904,67530,Wickersheim-Wilshausen,550.0,7.53436,48.78086
7905,55541,Vavincourt,1590.0,5.19581,48.82335
7906,55078,Brieulles-sur-Meuse,2417.0,5.1655207,49.327152
7907,55389,Nubécourt,2754.0,5.1764,49.005028
7908,52456,Saint-Urbain-Maconcourt,2602.0,5.1959963,48.39643
7909,52490,Thonnance-lès-Joinville,1133.0,5.1880646,48.462322
7910,55029,Bar-le-Duc,2374.0,5.163302,48.764248
7911,55352,Montplonne,2065.0,5.169208,48.69832
7912,55567,Ville-sur-Cousances,961.0,5.1786013,49.07912
7913,55423,Rembercourt-Sommaisne,2235.0,5.1786623,48.92032
7914,55409,Pretz-en-Argonne,990.0,5.1483574,48.96129
7915,55484,Septsarges,887.0,5.1744337,49.28637
7916,55313,Malancourt,1649.0,5.175689,49.23568
7917,55284,Lavincourt,472.0,5.1478987,48.657097
7918,55501,Stainville,2100.0,5.178844,48.643364
7919,21031,Aubigny-en-Plaine,638.0,5.164622,47.127743
7920,55075,Brauvilliers,921.0,5.153844,48.576595
7921,21366,Magny-lès-Aubigny,701.0,5.169168,47.111828
7922,55082,Brocourt-en-Argonne,670.0,5.1706347,49.113277
7923,21148,Charrey-sur-Saône,556.0,5.154057,47.099064
7924,55068,Brabant-en-Argonne,788.0,5.143782,49.121006
7925,55419,Récicourt,1359.0,5.161324,49.154144
7926,55041,Behonne,916.0,5.175263,48.79835
7927,08289,Messincourt,812.0,5.1529584,49.691494
7928,21353,Longecourt-en-Plaine,1000.0,5.1462693,47.198277
7929,08376,Sailly,1282.0,5.1730185,49.599983
7930,21261,Fauverney,869.0,5.150148,47.26289
7931,08090,Carignan,1405.0,5.1716027,49.63844
7932,08336,Osnes,588.0,5.1579127,49.658398
7933,52156,Curel,777.0,5.1466775,48.49786
7934,52547,Vouécourt,1352.0,5.1587563,48.262833
7935,52029,Autigny-le-Grand,355.0,5.1490774,48.471733
7936,52030,Autigny-le-Petit,254.0,5.152054,48.48097
7937,52522,Viéville,1120.0,5.1580877,48.240322
7938,52175,Donjeux,1287.0,5.161901,48.35295
7939,55165,Doulcon,861.0,5.15484,49.386463
7940,55250,Inor,644.0,5.1640544,49.554688
7941,54141,Coyviller,454.0,6.283699,48.585373
7942,57076,Beyren-lès-Sierck,926.0,6.296074,49.468334
7943,55582,Wiseppe,568.0,5.1659627,49.460754
7944,55310,Luzy-Saint-Martin,728.0,5.1455774,49.527214
7945,55118,Cléry-le-Grand,722.0,5.14493,49.359562
7946,21256,Étevaux,871.0,5.3221135,47.322994
7947,55119,Cléry-le-Petit,457.0,5.174488,49.36553
7948,21639,Tillenay,622.0,5.3516545,47.189453
7949,55345,Mont-devant-Sassey,830.0,5.1584945,49.411343
7950,21072,Bézouotte,110.0,5.335624,47.383713
7951,55469,Sassey-sur-Meuse,439.0,5.187553,49.412502
7952,21146,Charmes,655.0,5.350004,47.37221
7953,55471,Saulmory-Villefranche,689.0,5.1715126,49.439167
7954,57449,Marsilly,320.0,6.3072944,49.095432
7955,55477,Savonnières-en-Perthois,1011.0,5.135343,48.606144
7956,52499,Vaillant,750.0,5.1554313,47.715534
7957,52027,Aujeurres,1304.0,5.173006,47.738895
7958,52545,Voisines,1918.0,5.1805716,47.856213
7959,52519,Vesvres-sous-Chalancey,730.0,5.171304,47.696148
7960,52421,Riaucourt,1073.0,5.168501,48.173466
7961,52141,Condes,513.0,5.1434474,48.142162
7962,21474,Pagny-la-Ville,682.0,5.169333,47.05792
7963,21370,Magny-sur-Tille,1054.0,5.1723695,47.27437
7964,21067,Bessey-lès-Cîteaux,1024.0,5.147585,47.14568
7965,21209,Couternon,687.0,5.1505017,47.33025
7966,21089,Bonnencontre,1085.0,5.1423054,47.086468
7967,21005,Aiserey,1047.0,5.1690755,47.17275
7968,21555,Saint-Julien,1678.0,5.141192,47.395638
7969,21111,Brognon,635.0,5.1680007,47.41052
7970,21638,Til-Châtel,2629.0,5.179478,47.519157
7971,21240,Échevannes,1148.0,5.160466,47.547466
7972,21376,Marandeuil,457.0,5.340303,47.34526
7973,21665,Vernois-lès-Vesvres,1159.0,5.1504536,47.652523
7974,08276,Margut,750.0,5.2714977,49.58063
7975,21644,Trochères,512.0,5.314206,47.348137
7976,55221,Guerpont,609.0,5.2559586,48.72174
7977,08293,Moiry,394.0,5.2789755,49.599743
7978,08184,Fromy,370.0,5.2565675,49.60145
7979,08459,Tremblois-lès-Carignan,434.0,5.260017,49.66196
7980,57649,Servigny-lès-Sainte-Barbe,308.0,6.274571,49.14912
7981,52452,Saint-Martin-lès-Langres,363.0,5.261143,47.896534
7982,52106,Chanoy,209.0,5.2844334,47.92098
7983,52364,Orcevaux,432.0,5.2705207,47.775307
7984,52515,Verseilles-le-Bas,158.0,5.2858586,47.761814
7985,57116,Buchy,358.0,6.285545,48.980286
7986,52366,Ormancey,1718.0,5.1786604,47.906166
7987,52125,Chamarandes-Choignes,1893.0,5.18968,48.102768
7988,21599,Selongey,4657.0,5.1998153,47.594902
7989,21175,Cirey-lès-Pontailler,873.0,5.3090305,47.302486
7990,71013,Authumes,1289.0,5.307242,46.889385
7991,71303,Montagny-près-Louhans,959.0,5.283726,46.658096
7992,71064,Bruailles,2252.0,5.258673,46.597065
7993,71209,Frontenaud,1533.0,5.290625,46.54814
7994,21556,Saint-Léger-Triey,1045.0,5.3551197,47.317364
7995,52158,Cusey,2346.0,5.352691,47.62519
7996,10167,Grandville,919.0,4.2345047,48.59372
7997,39029,Aumur,893.0,5.3363085,47.06105
7998,71179,Dompierre-sous-Sanvignes,1360.0,4.225434,46.664154
7999,71361,Prizy,428.0,4.217862,46.35151
8000,71451,Saint-Martin-de-Lixy,420.0,4.238581,46.19625
8001,42077,Croizet-sur-Gand,597.0,4.218778,45.912838
8002,42025,Boyer,528.0,4.21462,46.097286
8003,21371,Les Maillys,3008.0,5.330133,47.145992
8004,21495,Pont,353.0,5.32412,47.178783
8005,21028,Athée,954.0,5.361272,47.225483
8006,21699,Villers-les-Pots,1046.0,5.346725,47.210773
8007,21536,Sacquenay,2214.0,5.321034,47.584118
8008,21281,Fontenelle,1017.0,5.3628283,47.503235
8009,21053,Beaumont-sur-Vingeanne,1175.0,5.347559,47.462128
8010,88166,Évaux-et-Ménil,500.0,6.300923,48.32403
8011,21079,Blagny-sur-Vingeanne,760.0,5.3556795,47.439278
8012,55525,Vadelaincourt,543.0,5.2599163,49.070522
8013,21416,Mirebeau-sur-Bèze,2220.0,5.322242,47.402187
8014,21215,Cuiserey,636.0,5.317541,47.370674
8015,55195,Fouchères-aux-Bois,554.0,5.2510433,48.6317
8016,10443,Vougrey,409.0,4.234466,48.08744
8017,55442,Raival,1929.0,5.2514124,48.886032
8018,55395,Osches,913.0,5.249255,49.046238
8019,55192,Fontaines-Saint-Clair,625.0,5.246088,49.366528
8020,55293,Lion-devant-Dun,1556.0,5.2531095,49.417603
8021,55106,Chattancourt,1030.0,5.2657213,49.216698
8022,70111,Calmoutier,1404.0,6.2833037,47.644386
8023,88029,La Vôge-les-Bains,4465.0,6.252992,48.01502
8024,88122,Damas-et-Bettegney,1508.0,6.261883,48.21336
8025,88092,Charmois-l'Orgueilleux,3657.0,6.261455,48.0913
8026,55326,Maulan,423.0,5.2521167,48.667385
8027,21446,Moutiers-Saint-Jean,500.0,4.225091,47.562244
8028,52184,Effincourt,1237.0,5.2631707,48.49433
8029,10235,Mesnil-la-Comtesse,95.0,4.197579,48.49802
8030,52378,Paroy-sur-Saulx,748.0,5.247535,48.514893
8031,10358,Saint-Parres-lès-Vaudes,334.0,4.2175517,48.173054
8032,55025,Baâlon,1459.0,5.2586446,49.482773
8033,55083,Brouennes,1220.0,5.2549906,49.521248
8034,55489,Sivry-la-Perche,1221.0,5.2613606,49.139065
8035,25088,Breconchaux,328.0,6.271031,47.342304
8036,25092,La Bretenière,423.0,6.2771764,47.377644
8037,88129,Derbamont,681.0,6.27182,48.267647
8038,88223,Gugney-aux-Aulx,874.0,6.2712355,48.29986
8039,88480,Ubexy,502.0,6.280069,48.337208
8040,88090,Charmes,2348.0,6.3185787,48.384914
8041,70564,Villers-lès-Luxeuil,919.0,6.27996,47.76871
8042,70001,Abelcourt,764.0,6.27754,47.793163
8043,70390,Noroy-le-Bourg,3174.0,6.289322,47.603935
8044,70478,Saulx,1523.0,6.27682,47.694447
8045,54024,Arraye-et-Han,1029.0,6.2899694,48.835564
8046,54089,Bouxières-aux-Chênes,1988.0,6.2717133,48.773018
8047,57075,Beux,503.0,6.3119593,49.000732
8048,57031,Ars-Laquenexy,625.0,6.269216,49.08756
8049,25418,Nancray,1659.0,6.177505,47.249523
8050,57145,Coincy,714.0,6.2682176,49.1063
8051,54289,Laître-sous-Amance,517.0,6.274669,48.739838
8052,54021,Armaucourt,372.0,6.29918,48.812275
8053,54315,Leyr,1082.0,6.269486,48.802784
8054,57124,Cattenom,2570.0,6.2353024,49.415543
8055,57370,Kœnigsmacker,1841.0,6.286468,49.38791
8056,55430,Ribeaucourt,1246.0,5.3558187,48.54466
8057,57643,Secourt,730.0,6.2722125,48.948795
8058,51505,Saint-Masmes,661.0,4.2487345,49.311226
8059,57626,Sanry-lès-Vigy,559.0,6.2786245,49.184937
8060,55523,Vacherauville,728.0,5.361038,49.229855
8061,54313,Létricourt,733.0,6.2861705,48.87462
8062,57557,Puttelange-lès-Thionville,1066.0,6.256679,49.486385
8063,51232,Époye,1536.0,4.2334833,49.286507
8064,57204,Failly,671.0,6.2719812,49.16326
8065,52084,Busson,999.0,5.3444366,48.33139
8066,57426,Luttange,1282.0,6.297561,49.273438
8067,57465,Metzervisse,897.0,6.2881026,49.317
8068,57454,Mécleuves,1286.0,6.2783017,49.05104
8069,70467,Saint-Loup-sur-Semouse,1670.0,6.266118,47.87848
8070,25029,Aubonne,1529.0,6.343901,47.037
8071,51278,Les Grandes-Loges,1295.0,4.289176,49.06408
8072,25415,Mouthier-Haute-Pierre,1217.0,6.2761087,47.034573
8073,25339,Lods,626.0,6.255213,47.04967
8074,74166,Marin,556.0,6.523282,46.374397
8075,74218,Publier,899.0,6.5410314,46.390022
8076,25208,Durnes,850.0,6.2228436,47.10638
8077,25078,Bouclans,2436.0,6.2353477,47.244797
8078,01204,Le Poizat-Lalleyriat,3335.0,5.6953435,46.14515
8079,25300,Guyans-Durnes,908.0,6.243596,47.129536
8080,51146,Cheniers,1534.0,4.2437057,48.885643
8081,25569,Trépot,1473.0,6.1695876,47.16973
8082,25305,L'Hôpital-du-Grosbois,778.0,6.2111974,47.180016
8083,25535,Saules,771.0,6.2009563,47.124653
8084,25437,Osse,831.0,6.2114024,47.27088
8085,25364,Mamirolle,1155.0,6.161939,47.19896
8086,25331,Lavans-Vuillafans,1020.0,6.2578583,47.080223
8087,51595,Vatry,845.0,4.2422314,48.823982
8088,25633,Vuillafans,617.0,6.2211404,47.06402
8089,25346,Longeville,949.0,6.2293024,47.028473
8090,52473,Signéville,806.0,5.2665386,48.26536
8091,71454,Saint-Martin-du-Mont,532.0,5.29417,46.619804
8092,71367,Ratte,909.0,5.3057823,46.63963
8093,25222,Étalans,4102.0,6.25357,47.16512
8094,25211,Échevannes,523.0,6.236129,47.070717
8095,25400,Montgesoye,1116.0,6.192607,47.08792
8096,25120,Chantrans,1441.0,6.1628222,47.047646
8097,25130,Châteauvieux-les-Fossés,446.0,6.2009106,47.056904
8098,70296,Larians-et-Munans,250.0,6.2294035,47.423615
8099,55555,Ville-devant-Belrain,612.0,5.3536024,48.87631
8100,70335,Maussans,396.0,6.247407,47.43583
8101,55289,Levoncourt,784.0,5.3458,48.827568
8102,55129,Courouvre,863.0,5.352915,48.94092
8103,52219,Germisay,672.0,5.3693085,48.390892
8104,55482,Senoncourt-les-Maujouy,1504.0,5.3451834,49.058865
8105,55051,Biencourt-sur-Orge,1235.0,5.346054,48.56992
8106,55087,Bure,1845.0,5.3471494,48.50913
8107,52271,Lanques-sur-Rognon,1325.0,5.3688083,48.087715
8108,52447,Saint-Ciergues,1251.0,5.257001,47.880962
8109,70113,Cenans,503.0,6.1889005,47.432873
8110,55511,Thonnelle,609.0,5.358991,49.552376
8111,55351,Montmédy,2349.0,5.3726273,49.51497
8112,55468,Samogneux,611.0,5.346558,49.258793
8113,55102,Charny-sur-Meuse,1264.0,5.342489,49.203598
8114,55297,Lissey,997.0,5.3670087,49.37654
8115,52107,Chantraines,1045.0,5.2416496,48.216064
8116,55170,Écurey-en-Verdunois,693.0,5.3393874,49.356663
8117,55183,Étraye,802.0,5.3557253,49.327316
8118,08223,Herbeuval,742.0,5.3536663,49.60096
8119,08275,Margny,664.0,5.361217,49.616837
8120,52423,Rimaucourt,2032.0,5.3495865,48.247456
8121,25518,Saint-Hilaire,264.0,6.2451844,47.33443
8122,52170,Dommarien,1793.0,5.3526587,47.68927
8123,25215,L'Écouvotte,216.0,6.2529,47.34432
8124,52108,Charmes,607.0,5.354701,47.92049
8125,51061,Billy-le-Grand,729.0,4.2327676,49.107964
8126,52357,Noncourt-sur-le-Rongeant,933.0,5.2506495,48.417496
8127,52401,Poulangy,1742.0,5.2568264,48.048748
8128,52355,Noidant-le-Rocheux,1656.0,5.2563577,47.82273
8129,52200,Flagey,837.0,5.244679,47.786976
8130,08438,Taizy,915.0,4.25789,49.510525
8131,52035,Baissey,1004.0,5.24987,47.748695
8132,52042,Beauchemin,1208.0,5.2480955,47.91793
8133,52518,Vesaignes-sur-Marne,860.0,5.2633758,48.000343
8134,52313,Mareilles,2231.0,5.262528,48.174255
8135,25417,Naisey-les-Granges,2531.0,6.2343464,47.208496
8136,25508,Roulans,835.0,6.2358484,47.317463
8137,70059,Beaumotte-Aubertans,1367.0,6.1607947,47.434616
8138,70309,Loulans-Verchamp,818.0,6.204839,47.445168
8139,25599,Vennans,135.0,6.232814,47.32933
8140,25474,Le Puy,343.0,6.230492,47.345764
8141,70571,Visoncourt,450.0,6.300947,47.752598
8142,25579,Val-de-Roulans,299.0,6.268523,47.360905
8143,25506,Rougemontot,427.0,6.262528,47.390163
8144,25107,Cendrey,554.0,6.2452602,47.398052
8145,25430,Ollans,221.0,6.245291,47.420723
8146,25038,Avilley,564.0,6.269519,47.42953
8147,70470,Sainte-Marie-en-Chaux,244.0,6.301428,47.796154
8148,25624,Villers-Grélot,708.0,6.2349043,47.36143
8149,25045,Battenans-les-Mines,282.0,6.2727957,47.405132
8150,25468,Pouligney-Lusans,1162.0,6.2007675,47.335194
8151,25242,Flagey-Rigney,304.0,6.22005,47.413788
8152,25163,Corcelle-Mieslot,648.0,6.183215,47.361523
8153,55411,Rambluzin-et-Benoite-Vaux,1836.0,5.333528,48.990963
8154,25269,Germondans,365.0,6.200192,47.414124
8155,25566,La Tour-de-Sçay,885.0,6.22472,47.382397
8156,25491,Rignosot,383.0,6.199545,47.383892
8157,25490,Rigney,959.0,6.181335,47.38838
8158,55099,Champneuville,1193.0,5.3295736,49.236774
8159,51580,Trépail,838.0,4.181974,49.109085
8160,55262,Juvigny-sur-Loison,1645.0,5.3313346,49.46088
8161,55306,Louppy-sur-Loison,1438.0,5.337471,49.437695
8162,55428,Réville-aux-Bois,1109.0,5.342102,49.341682
8163,55505,Thierville-sur-Meuse,1156.0,5.3391433,49.172085
8164,55076,Bréhéville,1839.0,5.333654,49.384205
8165,52061,Bourdons-sur-Rognon,3989.0,5.3390875,48.176018
8166,52420,Reynel,1875.0,5.3392653,48.300407
8167,52190,Esnouveaux,1703.0,5.34763,48.13257
8168,52001,Ageville,1973.0,5.337874,48.112392
8169,52269,Langres,2327.0,5.339435,47.858963
8170,25384,Mondon,452.0,6.312849,47.448544
8171,70516,Vallerois-le-Bois,1260.0,6.2982793,47.552128
8172,55376,Nantois,604.0,5.343316,48.625954
8173,55300,Longeaux,747.0,5.3285904,48.639347
8174,55510,Thonne-les-Près,540.0,5.3438087,49.532356
8175,51007,Ambonnay,1175.0,4.1718946,49.087276
8176,55552,Vigneul-sous-Montmédy,463.0,5.329975,49.508404
8177,51403,Nogent-l'Abbesse,1022.0,4.16007,49.24677
8178,55509,Thonne-le-Thil,1139.0,5.3405848,49.57159
8179,51536,Sillery,923.0,4.1399345,49.192253
8180,52134,Cohons,1246.0,5.341652,47.787167
8181,52541,Vitry-lès-Nogent,806.0,5.3431373,47.986534
8182,52222,Gillaumé,520.0,5.3455143,48.469067
8183,51318,Lavannes,1770.0,4.1865525,49.31062
8184,52102,Champigny-lès-Langres,640.0,5.34668,47.894665
8185,51043,Bazancourt,1163.0,4.174381,49.370434
8186,08070,Blanzy-la-Salonnaise,1217.0,4.1902323,49.487648
8187,51101,Caurel,979.0,4.144465,49.30466
8188,51161,Condé-sur-Marne,1231.0,4.1798773,49.04666
8189,51301,Isse,1092.0,4.215584,49.06982
8190,51613,Verzenay,1054.0,4.142629,49.16406
8191,51614,Verzy,1333.0,4.160723,49.14424
8192,51636,Villers-Marmery,1070.0,4.197427,49.130413
8193,51044,Beaumont-sur-Vesle,571.0,4.179831,49.17381
8194,51052,Berru,1366.0,4.162973,49.272827
8195,08368,Roizy,1115.0,4.1852846,49.426414
8196,51449,Prunay,1843.0,4.175387,49.21429
8197,51299,Isles-sur-Suippe,1241.0,4.2029347,49.363285
8198,51074,Boult-sur-Suippe,1977.0,4.141369,49.38127
8199,51439,Pomacle,1124.0,4.147552,49.337444
8200,08381,Saint-Germainmont,1576.0,4.1352262,49.520676
8201,59601,Trélon,3916.0,4.122611,50.07608
8202,08046,Banogne-Recouvrance,1909.0,4.132934,49.570656
8203,02470,Martigny,1694.0,4.133944,49.866325
8204,02381,Hirson,3393.0,4.1047554,49.942776
8205,08024,Asfeld,2218.0,4.123373,49.473335
8206,08060,Bergnicourt,815.0,4.246844,49.420666
8207,55372,Nançois-sur-Ornain,801.0,5.318997,48.721176
8208,70279,Gray,2013.0,5.6109242,47.43225
8209,55466,Salmagne,1672.0,5.3333216,48.75573
8210,55282,Lavallée,1259.0,5.3325276,48.808067
8211,55214,Givrauval,967.0,5.3183494,48.65849
8212,55246,Hévilliers,1055.0,5.3262386,48.601994
8213,55276,Landrecourt-Lempire,1472.0,5.330836,49.099762
8214,55133,Couvertpuis,886.0,5.306779,48.581554
8215,74140,Habère-Poche,1193.0,6.4732428,46.255104
8216,55226,Han-lès-Juvigny,543.0,5.33379,49.48212
8217,74139,Habère-Lullin,882.0,6.4622,46.233025
8218,55124,Consenvoye,1616.0,5.311026,49.295547
8219,55109,Chauvency-le-Château,919.0,5.308218,49.52309
8220,55070,Brabant-sur-Meuse,682.0,5.32783,49.278496
8221,08399,Sapogne-sur-Marche,543.0,5.3143225,49.59845
8222,52463,Saudron,914.0,5.3215246,48.49447
8223,57575,Retonfey,977.0,6.316121,49.133602
8224,57716,Vigy,1706.0,6.307006,49.207973
8225,57607,Sainte-Barbe,1415.0,6.318128,49.163124
8226,54549,Varangéville,1200.0,6.321027,48.641827
8227,54012,Amance,1360.0,6.3097587,48.75537
8228,54256,Haussonville,1121.0,6.3220806,48.52825
8229,88201,Girancourt,1775.0,6.326196,48.14722
8230,88088,La Chapelle-aux-Bois,3103.0,6.322837,48.028324
8231,88098,Chaumousey,1013.0,6.3322253,48.173443
8232,88108,Le Clerjus,3280.0,6.3315787,47.975567
8233,88084,Chamagne,1532.0,6.2928696,48.40824
8234,70137,Chassey-lès-Montbozon,1572.0,6.3269405,47.52392
8235,70240,Fontaine-lès-Luxeuil,2791.0,6.334558,47.85979
8236,70171,Corbenay,1586.0,6.3331823,47.895447
8237,08229,Houdilcourt,1126.0,4.1252856,49.4224
8238,25189,Dammartin-les-Templiers,1002.0,6.279732,47.293808
8239,25439,Ougney-Douvot,656.0,6.275351,47.319946
8240,39460,La Rixouse,1256.0,5.8696733,46.468758
8241,39184,Les Crozets,769.0,5.80387,46.46337
8242,74005,Allinges,1508.0,6.4653563,46.333874
8243,74013,Anthy-sur-Léman,472.0,6.4274077,46.353146
8244,74106,Draillant,1038.0,6.472228,46.295334
8245,74050,Burdignin,984.0,6.4256907,46.23174
8246,25197,Deluz,800.0,6.193745,47.296974
8247,74301,Villard,740.0,6.450532,46.211967
8248,57531,Oudrenne,2039.0,6.3482985,49.37051
8249,57361,Kerling-lès-Sierck,1806.0,6.372611,49.391068
8250,57736,Vry,1506.0,6.3561444,49.191948
8251,57612,Saint-Hubert,1605.0,6.361915,49.230827
8252,57572,Rémilly,1891.0,6.389081,49.006927
8253,54462,Rosières-aux-Salines,2751.0,6.334515,48.59218
8254,25047,Baume-les-Dames,2481.0,6.3430314,47.35433
8255,25006,Adam-lès-Passavant,956.0,6.3689246,47.304455
8256,74038,Bogève,698.0,6.438848,46.19419
8257,74053,Cervens,635.0,6.447291,46.280678
8258,54311,Lenoncourt,1162.0,6.3001585,48.671013
8259,25323,Laissey,282.0,6.2277894,47.300346
8260,25116,Champlive,824.0,6.2441497,47.288227
8261,25231,Eysson,602.0,6.4310656,47.202324
8262,25203,Domprel,943.0,6.4788527,47.19751
8263,74213,Poisy,1139.0,6.062945,45.91901
8264,25550,La Sommette,744.0,6.5094366,47.192112
8265,88530,Xertigny,5057.0,6.382301,48.038605
8266,88121,Damas-aux-Bois,2991.0,6.4150453,48.38461
8267,70311,Luxeuil-les-Bains,2202.0,6.3638096,47.82363
8268,70006,Aillevillers-et-Lyaumont,3690.0,6.3329954,47.938126
8269,74067,Chavanod,1334.0,6.049866,45.88446
8270,57385,Laquenexy,911.0,6.3143,49.079803
8271,57482,Ogy-Montoy-Flanville,1004.0,6.2988553,49.116577
8272,57464,Metzeresche,955.0,6.3064675,49.295303
8273,54465,Roville-devant-Bayon,446.0,6.2938757,48.467422
8274,57345,Inglange,571.0,6.300878,49.34517
8275,57072,Bettelainville,1370.0,6.313831,49.24485
8276,57437,Malling,451.0,6.306012,49.415405
8277,57245,Gavisse,413.0,6.2877307,49.433907
8278,57371,Haute-Kontz,642.0,6.317383,49.455055
8279,54479,Saint-Mard,304.0,6.298762,48.50971
8280,57737,Vulmont,308.0,6.3055053,48.92524
8281,54517,Thézey-Saint-Martin,797.0,6.302945,48.902763
8282,54483,Saint-Nicolas-de-Port,836.0,6.29537,48.62229
8283,88237,Hennecourt,715.0,6.2897844,48.210407
8284,21143,Channay,1343.0,4.320095,47.890907
8285,57605,Sailly-Achâtel,817.0,6.30255,48.941456
8286,57655,Solgne,728.0,6.299333,48.968933
8287,57009,Ajoncourt,353.0,6.304028,48.845097
8288,57156,Courcelles-sur-Nied,505.0,6.3081846,49.056995
8289,57653,Silly-en-Saulnois,234.0,6.2796407,48.991596
8290,57548,Pontoy,1011.0,6.2940993,49.016224
8291,57191,Elzange,401.0,6.2910724,49.359802
8292,54296,Laneuvelotte,914.0,6.299643,48.72513
8293,54110,Cerville,822.0,6.311985,48.695175
8294,54126,Chenicourt,380.0,6.2828984,48.858414
8295,54324,Lorey,510.0,6.315313,48.49739
8296,88063,Bocquegney,462.0,6.3093123,48.219604
8297,88210,Gorhey,635.0,6.2886386,48.189537
8298,88147,Dommartin-aux-Bois,1579.0,6.28895,48.15024
8299,88520,Les Voivres,1290.0,6.2959814,48.035023
8300,88103,Circourt,594.0,6.285805,48.2494
8301,88280,Madegney,308.0,6.287562,48.28671
